Column1,Unnamed: 0,entire,campus,number,class_,seperate,major,class_name,prof,time,place,day1,day2,place1,place2,place1_지번,place2_지번
0,0,간호대학,서울,NRSG217,0,전공필수,간호학과,간호학개론,송준아,1(1),화(3) 우정간호학관 401호,화(3),,우정간호학관,미정,서울 성북구 안암동5가 126-28,미정
1,1,간호대학,서울,NRSG220,0,전공선택,간호학과,건강과식이(영강) 화 10:00~11:50,김경해,2(2),화(1-2) 우정간호학관 101호,화(1-2),,우정간호학관,미정,서울 성북구 안암동5가 126-28,미정
2,2,간호대학,서울,NRSG233,0,전공선택,간호학과,간호정보학및실습 금 09:00 ~ 10:50,이정민,2(2),금(1-2) 우정간호학관 101호,금(1-2),,우정간호학관,미정,서울 성북구 안암동5가 126-28,미정
3,3,간호대학,서울,NRSG241,0,전공선택,간호학과,기초간호과학II 수 09:00~10:50,설근희,2(2),수(1-2) 우정간호학관 101호,수(1-2),,우정간호학관,미정,서울 성북구 안암동5가 126-28,미정
4,4,간호대학,서울,NRSG243,0,전공선택,간호학과,기초간호과학III,설근희,3(3),화(5-6) 우정간호학관 101호,화(5-6),,우정간호학관,미정,서울 성북구 안암동5가 126-28,미정
5,5,간호대학,서울,NRSG245,0,전공선택,간호학과,병원미생물학,이정민,1(1),화(7) 우정간호학관 101호,화(7),,우정간호학관,미정,서울 성북구 안암동5가 126-28,미정
6,6,간호대학,서울,NRSG251,1,전공선택,간호학과,기초간호과학실습II 수 11:00~12:50,설근희,1(2),수(3-4) 우정간호학관 101호,수(3-4),,우정간호학관,미정,서울 성북구 안암동5가 126-28,미정
7,7,간호대학,서울,NRSG251,2,전공선택,간호학과,기초간호과학실습II 수 14:00~15:50,신유경,1(2),수(5-6) 우정간호학관 101호,수(5-6),,우정간호학관,미정,서울 성북구 안암동5가 126-28,미정
8,8,간호대학,서울,NRSG251,3,전공선택,간호학과,기초간호과학실습II 수 16:00~17:50,신유경,1(2),수(7-8) 우정간호학관 101호,수(7-8),,우정간호학관,미정,서울 성북구 안암동5가 126-28,미정
9,9,간호대학,서울,NRSG253,0,전공선택,간호학과,간호통계,서문경애,2(2),목(1-2) 우정간호학관 101호,목(1-2),,우정간호학관,미정,서울 성북구 안암동5가 126-28,미정
10,10,간호대학,서울,NRSG261,0,전공필수,간호학과,기본간호학I,장성옥,2(2),목(3-4) 우정간호학관 101호,목(3-4),,우정간호학관,미정,서울 성북구 안암동5가 126-28,미정
11,11,윤리와사상,서울,GECE013,0,교양,교양교육원,"철학에로의초대:초월,신,자아,인식",김창래,3(3),월(6) 교양관 606호 수(6) 교양관 606호,월(6),수(6),교양관,교양관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
12,12,세계의문화,서울,GEFC076,0,교양,교양교육원,유라시아한인문화탐방,김진규,3(3),화(5) 교양관 209호 목(5) 교양관 209호,화(5),목(5),교양관,교양관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
13,13,선택교양,서울,CHBE153,0,교양,화공생명공학과,"화공생명공학컴퓨팅및정보학입문(영강) 해당 수업은 2,3학년의 수강을 권장함",허준,3(4),화(7-8) 신공학관B104호 목(7-8) 신공학관B104호,화(7-8),목(7-8),신공학관,신공학관,서울 성북구 안암동5가 126-16,서울 성북구 안암동5가 126-16
14,14,정량적사고,서울,GEQR067,0,교양,교양교육원,하이퍼텍스트와계산가능성,박성빈,3(3),화(3-4) 법학관신관 501호 목(3-4) 법학관신관 501호,화(3-4),목(3-4),법학관신관,법학관신관,서울 성북구 종암동 29-26,서울 성북구 종암동 29-26
15,15,선택교양(기초과학),서울,CHEM150,2,교양,화학과,일반화학및연습(영강) 기계공학부('21학번),진경석,3(3),화(6) 아산이학관 633호 목(6) 아산이학관 633호,화(6),목(6),아산이학관,아산이학관,서울 성북구 안암동5가 126-16,서울 성북구 안암동5가 126-16
16,16,역사의탐구,서울,GEHI033,0,교양,교양교육원,삼국유사의세계 ?,윤재민,3(3),화(1) 교양관 602호 목(1) 교양관 602호,화(1),목(1),교양관,교양관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
17,17,자유정의진리,서울,GELI001,1A,교양,교양교육원,자유정의진리Ⅰ,정상원,3(3),월(1) 교양관 405호 수(1) 교양관 405호,월(1),수(1),교양관,교양관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
18,18,선택교양(외국어),서울,CHIN103,1,교양,중어중문학과,교양중국어Ⅰ(외국어강의),최신혜,3(5),화(2) 교양관 304호 수(3-4) 교양관 304호,화(2),수(3-4),교양관,교양관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
19,19,사회의이해,서울,GESO101,0,교양,교양교육원,범죄와사회,홍영기,3(3),월(6) 법학관신관 501호 수(6) 법학관신관 501호,월(6),수(6),법학관신관,법학관신관,서울 성북구 종암동 29-26,서울 성북구 종암동 29-26
20,20,글쓰기,서울,GEWR001,1,교양,교양교육원,글쓰기 2021학번 문과대(어문계열),김영애,2(3),월(1) 교양관 303호 수(1) 교양관 303호,월(1),수(1),교양관,교양관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
21,21,문학과예술,서울,GELA050,0,교양,교양교육원,한국현대시산책,고형진,3(3),화(6) 교육관 204호 목(6) 교육관 204호,화(6),목(6),운초우선교육관,운초우선교육관,서울 성북구 종암동 29-26,서울 성북구 종암동 29-26
22,22,ACADEMIC ENGLISH,서울,IFLS011,1,교양,국제어학원,"ACADEMIC ENGLISHⅠ(영강) 중급/경영대학, 자유전공학부(2021학번 신입생 우선 신청) 
*2~4학년 미이수자 및 재수강자-수강신청 정정기간 중 전체 학년 기간에 수강신청 가능 ",Anthony Death,1(2),월(1) 국제관 512A호 수(1) 국제관 512A호,월(1),수(1),국제관,국제관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
23,23,과학과기술,서울,GEST029,0,교양,교양교육원,자연재해의이해,유철상,3(3),월(6) 교양관 602호 수(6) 교양관 602호,월(6),수(6),교양관,교양관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
24,24,정보보호대학원(관),서울,ITCS201,0,전공선택,융합보안융합전공,사이버기술과법,장규현,3(3),수(5-6) ,수(5-6),,미정,미정,미정,미정
25,25,1학년세미나,서울,GEKS005,6,교양,교양교육원,1학년세미나Ⅰ 심리학과,양은주,1(1),미정,미정,,미정,미정,미정,미정
26,26,법학전문대학원(관),서울,JURA206,0,전공선택,법학전문대학원,형사소송법,류경은,3(3),화(1) 법학관신관 501호 목(1) 법학관신관 501호,화(1),목(1),법학관신관,법학관신관,서울 성북구 종암동 29-26,서울 성북구 종암동 29-26
27,27,KU-KIST융합대학원(관),서울,KMCE104,0,전공선택,메디컬융합공학융합전공,융합과제설계:심화(영강),임동권,3(6),토(1-5) RnD센터 535호,토(1-5),,R&D센터,미정,서울 성북구 동선동4가 81-2,미정
28,28,정보보호학부,서울,CYDF185,0,전공필수,사이버국방학과,과목3,황석중,2(2),목(2-3) 로봇융합관 201호,목(2-3),,로봇융합관,미정,서울 성북구 안암동5가 126-16,미정
29,29,정보대학,서울,BNCS301,0,전공필수,뇌인지과학융합전공,뇌및인지과학개론(영강),곽지현,3(3),화(5) 정보통신관 B101호 목(5) 정보통신관 B101호,화(5),목(5),우정정보관,우정정보관,서울 성북구 안암동5가 126-16,서울 성북구 안암동5가 126-16
30,30,정보대학,서울,STEP410,0,전공필수,소프트웨어벤처융합전공,현장실습V,유승욱,3(0),미정,미정,,미정,미정,미정,미정
31,31,정보대학,서울,COSE211,1,전공선택,컴퓨터학과,이산수학(영강),김정현,3(3),월(2) 애기능생활관 302호 수(2) 애기능생활관 302호,월(2),수(2),애기능생활관,애기능생활관,서울 성북구 안암동5가 126-16,서울 성북구 안암동5가 126-16
32,32,정경대학,서울,PAPP203,0,전공선택,행정학과,정책학,김두래,3(3),월(1) 정경관 503호 수(1) 정경관 503호,월(1),수(1),정경관,정경관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
33,33,정경대학,서울,STAT180,1,전공선택,통계학과,통계계산소프트웨어,오찬욱 ,3(3),월(5) 정경관 206호 수(5) 정경관 206호,월(5),수(5),정경관,정경관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
34,34,정보대학,서울,ISEC401,0,전공선택,정보보호 융합전공,고급해킹실습(영강),신영주,3(6),금(5-9) ,금(5-9),,미정,미정,미정,미정
35,35,정경대학,서울,POLI211,0,전공선택,정치외교학과,한국정치사상,박홍규,3(3),화(6-8) 정경관 503호,화(6-8),,정경관,미정,서울 성북구 안암동5가 1-2,미정
36,36,이과대학,서울,MATH203,1,전공선택,수학과,이산수학(영강) ?,이동헌,3(3),월(5) 하나과학관 지하 207호 수(5) 하나과학관 지하 207호,월(5),수(5),하나과학관,하나과학관,서울 성북구 안암동5가 126-16,서울 성북구 안암동5가 126-16
37,37,이과대학,서울,CHEM201,0,전공필수,화학과,물리화학Ⅰ,곽경원,3(3),월(6) 아산이학관 535호 수(6) 아산이학관 535호,월(6),수(6),아산이학관,아산이학관,서울 성북구 안암동5가 126-16,서울 성북구 안암동5가 126-16
38,38,정경대학,서울,ECON171,1,전공필수,경제학과,경제원론I ?,박만섭,3(3),화(2) 본교대강당103(한국일보홀) 목(2) 본교대강당103(한국일보홀),화(2),목(2),강당,강당,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
39,39,이과대학,서울,EAES201,0,전공필수,지구환경과학과,지구물질과학,김형수 이선용,3(4),월(2) 하나과학관 지하 219호 수(2) 하나과학관 지하 219호,월(2),수(2),하나과학관,하나과학관,서울 성북구 안암동5가 126-16,서울 성북구 안암동5가 126-16
40,40,이과대학,서울,PHYS203,1,전공필수,물리학과,전자물리학및실험(영강),강세종,3(5),월(6) 아산이학관 432호 월(7-9) 하나과학관 708호,월(6),월(7-9),아산이학관,하나과학관,서울 성북구 안암동5가 126-16,서울 성북구 안암동5가 126-16
41,41,정경대학,서울,FNEG211,0,전공선택,금융공학융합전공,사회과학도를위한계량금융,김상권,3(3),금(1-2) 정경관 101호,금(1-2),,정경관,미정,서울 성북구 안암동5가 1-2,미정
42,42,의과대학,서울,MEDI103,0,전공필수,의학과,생화학Ⅱ,박석인 박길홍손정원 박윤규김명곤 이경미김태우 김현경,3(4),의대 제1강의실,미정,,의대,미정,서울 성북구 안암동5가 126-28,미정
43,43,의과대학,서울,PMED165,0,전공필수,의예과,의과학연구기초Ⅰ,한기훈 정상택선웅 김태우박용두 박해철박성환 박만성이동민 김경미김현경 정용택최정민 전옥희,1(1),금(2-3) 의대 제3강의실,금(2-3),,의대,미정,서울 성북구 안암동5가 126-28,미정
44,44,심리학부,서울,PSYC201,0,전공필수,심리학부,심리학의기초I,조양석,3(3),월(7-8) 법학관구관 B101호 수(7-8) 법학관구관 B101호,월(7-8),수(7-8),법학관구관,법학관구관,서울 성북구 종암동 29-26,서울 성북구 종암동 29-26
45,45,생명과학대학,서울,LESF403,0,전공필수,생태조경융합전공,조경디자인스튜디오및실습,강한솔,3(4),화(5-7) 생명과학관(서관) L102호,화(5-7),,생명과학관서관,미정,서울 성북구 안암동5가 126-16,미정
46,46,생명과학대학,서울,PMP301,0,전공선택,의과학융합전공,연구지도I,윤철원,1(3),금(7-9) 하나과학관 307호,금(7-9),,하나과학관,미정,서울 성북구 안암동5가 126-16,미정
47,47,간호대학,서울,NRSG265,1,전공선택,간호학과,기본간호학실습I,장성옥,1(2),목(5-6) 우정간호학관 101호,목(5-6),,우정간호학관,미정,서울 성북구 안암동5가 126-28,미정
48,48,간호대학,서울,NRSG265,2,전공선택,간호학과,기본간호학실습I,박원희,1(2),금(3-4) 우정간호학관 101호,금(3-4),,우정간호학관,미정,서울 성북구 안암동5가 126-28,미정
49,49,간호대학,서울,NRSG265,3,전공선택,간호학과,기본간호학실습I,박원희,1(2),금(6-7) 우정간호학관 101호,금(6-7),,우정간호학관,미정,서울 성북구 안암동5가 126-28,미정
50,50,간호대학,서울,NRSG272,0,전공필수,간호학과,"성인간호학I 목 09:30~10:55
금 13:30~14:55",신나미 박수경,3(3),목(1) 우정간호학관 201호 금(4-5) 우정간호학관 201호,목(1),금(4-5),우정간호학관,우정간호학관,서울 성북구 안암동5가 126-28,서울 성북구 안암동5가 126-28
51,51,간호대학,서울,NRSG274,0,전공선택,간호학과,"성인간호학II 화 13:30~15:10
수 13:00~14:10",신나미 김경해,3(3),화(4-5) 우정간호학관 201호 수(4) 우정간호학관 201호,화(4-5),수(4),우정간호학관,우정간호학관,서울 성북구 안암동5가 126-28,서울 성북구 안암동5가 126-28
52,52,간호대학,서울,NRSG275,0,전공선택,간호학과,"성인간호학III 화 15:30~16:30
수 14:20~16:15",박수경 김성렬,3(3),화(6) 우정간호학관 201호 수(5-6) 우정간호학관 201호,화(6),수(5-6),우정간호학관,우정간호학관,서울 성북구 안암동5가 126-28,서울 성북구 안암동5가 126-28
53,53,간호대학,서울,NRSG286,1,전공선택,간호학과,성인간호학실습II,김성렬,2(6),미정,미정,,미정,미정,미정,미정
54,54,간호대학,서울,NRSG286,2,전공선택,간호학과,성인간호학실습II,박수경,2(6),미정,미정,,미정,미정,미정,미정
55,55,간호대학,서울,NRSG286,3,전공선택,간호학과,성인간호학실습II,김경해,2(6),미정,미정,,미정,미정,미정,미정
56,56,윤리와사상,서울,GECE102,0,교양,교양교육원,도덕철학의문제들,성창원,3(3),월(3-4) 교양관 103호 수(3-4) 교양관 103호,월(3-4),수(3-4),교양관,교양관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
57,57,윤리와사상,서울,GECE105,0,교양,교양교육원,법철학과유가사상,김기창,3(3),월(5) 교양관 105호 수(5) 교양관 105호,월(5),수(5),교양관,교양관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
58,58,윤리와사상,서울,GECE108,1,교양,교양교육원,라이프아카데미Ⅰ,김혜령,3(6),금(1-5) 교양관 103호,금(1-5),,교양관,미정,서울 성북구 안암동5가 1-2,미정
59,59,윤리와사상,서울,GECE108,2,교양,교양교육원,라이프아카데미Ⅰ,장미정,3(6),금(1-5) 교양관 105호,금(1-5),,교양관,미정,서울 성북구 안암동5가 1-2,미정
60,60,세계의문화,서울,GEFC091,0,교양,교양교육원,종교와영화 ?,박종천,3(3),월(2) 교양관 602호 수(2) 교양관 602호,월(2),수(2),교양관,교양관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
61,61,세계의문화,서울,GEFC099,0,교양,교양교육원,일본의문화콘텐츠와전통문화,엄인경,3(3),월(1) 교양관 103호 수(1) 교양관 103호,월(1),수(1),교양관,교양관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
62,62,세계의문화,서울,GEFC100,0,교양,교양교육원,번역을통해본근대동아시아문화의형성,김효순,3(3),화(6) 교양관 103호 목(6) 교양관 103호,화(6),목(6),교양관,교양관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
63,63,세계의문화,서울,GEFC101,0,교양,교양교육원,언어와문명:세계의언어문명사 (절대평가로 변경될 예정),김성도,3(3),월(5) 교양관 202호 수(5) 교양관 202호,월(5),수(5),교양관,교양관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
64,64,선택교양,서울,CHIN105,0,교양,중어중문학과,중국문학산책,안예선,3(3),화(7-8) 서관 401호 목(7-8) 서관 401호,화(7-8),목(7-8),서관,서관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
65,65,선택교양,서울,CHIN106,0,교양,중어중문학과,시사중국어(외국어강의),조현주,3(3),화(2) 서관 404호 목(2) 교육관 102호,화(2),목(2),서관,운초우선교육관,서울 성북구 안암동5가 1-2,서울 성북구 종암동 29-26
66,66,선택교양,서울,CHIN107,0,교양,중어중문학과,영상중국어(외국어강의),조영경,3(3),화(5) 교육관 309호 목(5) 서관 314A호,화(5),목(5),운초우선교육관,서관,서울 성북구 종암동 29-26,서울 성북구 안암동5가 1-2
67,67,선택교양,서울,CHIN108,0,교양,중어중문학과,실용중국어작문(외국어강의),WU XIAOLI,3(3),월(3-4) 서관 202호 수(3-4) 서관 202호,월(3-4),수(3-4),서관,서관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
68,68,선택교양,서울,CHIN109,1,교양,중어중문학과,비즈니스중국어(외국어강의),노혜정,3(3),화(3-4) 교양관 413호 목(3-4) 교양관 413호,화(3-4),목(3-4),교양관,교양관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
69,69,선택교양,서울,CHIN109,2,교양,중어중문학과,비즈니스중국어(외국어강의),노혜정,3(3),월(7-8) 교양관 315호 수(7-8) 교양관 315호,월(7-8),수(7-8),교양관,교양관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
70,70,선택교양,서울,CHIN109,3,교양,중어중문학과,비즈니스중국어(외국어강의),윤순일,3(3),월(6) 서관 402호 수(6) 법학관구관 B101호,월(6),수(6),서관,법학관구관,서울 성북구 안암동5가 1-2,서울 성북구 종암동 29-26
71,71,선택교양,서울,CHIN109,4,교양,중어중문학과,비즈니스중국어(외국어강의),조은정,3(3),수(3-4) 교양관 208호 금(3-4) 교양관 208호,수(3-4),금(3-4),교양관,교양관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
72,72,선택교양,서울,CHIN120,0,교양,중어중문학과,중국어번역연습,김영민,3(3),월(7-8) 교양관 209호 수(7-8) 교양관 209호,월(7-8),수(7-8),교양관,교양관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
73,73,선택교양,서울,COLA402,0,교양,문과대학,데이터인문학,홍정하,3(3),화(7-8) 서관 224A호 목(7-8) 서관 224A호,화(7-8),목(7-8),서관,서관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
74,74,정량적사고,서울,GEQR074,0,교양,교양교육원,서양음악의과학적이해(영강),정재호,3(3),월(5) 교양관 103호 수(5) 교양관 103호,월(5),수(5),교양관,교양관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
75,75,선택교양(기초과학),서울,CHEM150,3,교양,화학과,"일반화학및연습(영강) 산업경영공학부('21학번)
CHEM150 미이수 및 재수강",서병일,3(3),화(2) 아산이학관 330호 목(2) 아산이학관 330호,화(2),목(2),아산이학관,아산이학관,서울 성북구 안암동5가 126-16,서울 성북구 안암동5가 126-16
76,76,선택교양(기초과학),서울,CHEM150,4,교양,화학과,일반화학및연습 바이오의공학부(‘21학번),김학중,3(3),화(5) 아산이학관 330호 목(5) 아산이학관 330호,화(5),목(5),아산이학관,아산이학관,서울 성북구 안암동5가 126-16,서울 성북구 안암동5가 126-16
77,77,선택교양(기초과학),서울,CHEM151,1,교양,화학과,"일반화학및연습Ⅰ 수학(‘21학번), 물리(‘21학번),  지구환경(‘21학번)
CHEM151 미이수 및 재수강(수학, 물리, 화학, 지구환경, 화공생명)",박성남,3(3),월(2) 아산이학관 330호 수(2) 아산이학관 330호,월(2),수(2),아산이학관,아산이학관,서울 성북구 안암동5가 126-16,서울 성북구 안암동5가 126-16
78,78,선택교양(기초과학),서울,CHEM151,2,교양,화학과,일반화학및연습Ⅰ 화학(‘21학번),이상원,3(3),월(2) 아산이학관 331호 수(2) 아산이학관 331호,월(2),수(2),아산이학관,아산이학관,서울 성북구 안암동5가 126-16,서울 성북구 안암동5가 126-16
79,79,선택교양(기초과학),서울,CHEM151,3,교양,화학과,"일반화학및연습Ⅰ(영강) 화공생명(‘21학번)
CHEM151 미이수 및 재수강(수학, 물리, 화학, 지구환경, 화공생명)",정광섭,3(3),화(5) 아산이학관 633호 목(5) 아산이학관 633호,화(5),목(5),아산이학관,아산이학관,서울 성북구 안암동5가 126-16,서울 성북구 안암동5가 126-16
80,80,선택교양(기초과학),서울,CHEM151,4,교양,화학과,일반화학및연습Ⅰ 신소재(‘21학번) (1-75),이광렬,3(3),월(2) 아산이학관 230호 수(2) 아산이학관 230호,월(2),수(2),아산이학관,아산이학관,서울 성북구 안암동5가 126-16,서울 성북구 안암동5가 126-16
81,81,선택교양(기초과학),서울,CHEM151,5,교양,화학과,일반화학및연습Ⅰ 신소재(‘21학번) (76-끝),천철홍,3(3),월(5) 아산이학관 330호 수(5) 아산이학관 330호,월(5),수(5),아산이학관,아산이학관,서울 성북구 안암동5가 126-16,서울 성북구 안암동5가 126-16
82,82,선택교양(기초과학),서울,CHEM151,6,교양,화학과,"일반화학및연습Ⅰ 전기전자(‘21학번), (901-1008)",김준곤,3(3),화(2) 아산이학관 331호 목(2) 아산이학관 331호,화(2),목(2),아산이학관,아산이학관,서울 성북구 안암동5가 126-16,서울 성북구 안암동5가 126-16
83,83,선택교양(기초과학),서울,CHEM151,7,교양,화학과,"일반화학및연습Ⅰ 전기전자(‘21학번), (1009-끝), CHEM151 미이수 및 재수강(수학, 물리, 화학, 지구, 화공생명제외)",권영완,3(3),화(2) 아산이학관 633호 목(2) 아산이학관 633호,화(2),목(2),아산이학관,아산이학관,서울 성북구 안암동5가 126-16,서울 성북구 안암동5가 126-16
84,84,선택교양(기초과학),서울,CHEM151,8,교양,화학과,일반화학및연습Ⅰ(영강) 건축사회환경(‘21학번),진경석,3(3),화(1) 아산이학관 330호 목(1) 아산이학관 330호,화(1),목(1),아산이학관,아산이학관,서울 성북구 안암동5가 126-16,서울 성북구 안암동5가 126-16
85,85,역사의탐구,서울,GEHI034,0,교양,교양교육원,인물로보는한국사,박현숙,3(3),화(5) 교양관 202호 목(5) 교양관 202호,화(5),목(5),교양관,교양관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
86,86,역사의탐구,서울,GEHI041,0,교양,교양교육원,환경문명사,서태열,3(3),월(6) 교육관 203호 수(6) 교육관 203호,월(6),수(6),운초우선교육관,운초우선교육관,서울 성북구 종암동 29-26,서울 성북구 종암동 29-26
87,87,역사의탐구,서울,GEHI051,0,교양,교양교육원,라틴아메리카의생성과확장,이재학,3(3),화(6) 교양관 209호 목(6) 교양관 209호,화(6),목(6),교양관,교양관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
88,88,역사의탐구,서울,GEHI084,0,교양,교양교육원,대운하를통해본중국의정치경제사 ?,조영헌,3(3),금(6-8) ,금(6-8),,미정,미정,미정,미정
89,89,역사의탐구,서울,GEHI086,0,교양,교양교육원,근대조선과세계-‘변방’에서‘중심’으로,최덕수,3(3),화(6) 교양관 602호 목(6) 교양관 602호,화(6),목(6),교양관,교양관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
90,90,역사의탐구,서울,GEHI089,0,교양,교양교육원,도시로보는중국사,윤형진,3(3),화(5) 교양관 602호 목(5) 교양관 602호,화(5),목(5),교양관,교양관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
91,91,역사의탐구,서울,GEHI092,0,교양,교양교육원,한국문화론의재검토,김문용,3(3),화(2) 교양관 403호 목(2) 교양관 403호,화(2),목(2),교양관,교양관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
92,92,자유정의진리,서울,GELI001,1B,교양,교양교육원,자유정의진리Ⅰ,정상원,3(3),월(2) 교양관 405호 수(2) 교양관 405호,월(2),수(2),교양관,교양관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
93,93,자유정의진리,서울,GELI001,1C,교양,교양교육원,자유정의진리Ⅰ,김한신,3(3),월(3-4) 교양관 405호 수(3-4) 교양관 405호,월(3-4),수(3-4),교양관,교양관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
94,94,자유정의진리,서울,GELI001,1D,교양,교양교육원,자유정의진리Ⅰ,김한신,3(3),월(5) 교양관 405호 수(5) 교양관 405호,월(5),수(5),교양관,교양관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
95,95,자유정의진리,서울,GELI001,1E,교양,교양교육원,자유정의진리Ⅰ,김학찬,3(3),월(6) 교양관 405호 수(6) 교양관 405호,월(6),수(6),교양관,교양관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
96,96,자유정의진리,서울,GELI001,1F,교양,교양교육원,자유정의진리Ⅰ,김학찬,3(3),월(7) 교양관 405호 수(7) 교양관 405호,월(7),수(7),교양관,교양관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
97,97,자유정의진리,서울,GELI001,1G,교양,교양교육원,자유정의진리Ⅰ,안성진,3(3),화(1) 교양관 405호 목(1) 교양관 405호,화(1),목(1),교양관,교양관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
98,98,자유정의진리,서울,GELI001,1H,교양,교양교육원,자유정의진리Ⅰ,안성진,3(3),화(2) 교양관 405호 목(2) 교양관 405호,화(2),목(2),교양관,교양관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
99,99,자유정의진리,서울,GELI001,1I,교양,교양교육원,자유정의진리Ⅰ,오연경,3(3),화(3-4) 교양관 405호 목(3-4) 교양관 405호,화(3-4),목(3-4),교양관,교양관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
100,100,자유정의진리,서울,GELI001,1J,교양,교양교육원,자유정의진리Ⅰ,오연경,3(3),화(5) 교양관 405호 목(5) 교양관 405호,화(5),목(5),교양관,교양관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
101,101,자유정의진리,서울,GELI001,1K,교양,교양교육원,자유정의진리Ⅰ,강동원,3(3),화(6) 교양관 405호 목(6) 교양관 405호,화(6),목(6),교양관,교양관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
102,102,선택교양(외국어),서울,CHIN103,2,교양,중어중문학과,교양중국어Ⅰ(외국어강의),홍소영,3(5),월(3-4) 교양관 207호 화(2) 교양관 207호,월(3-4),화(2),교양관,교양관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
103,103,선택교양(외국어),서울,CHIN103,3,교양,중어중문학과,교양중국어Ⅰ(외국어강의),손유디,3(5),화(1) 미디어관 309호 수(3-4) 미디어관 309호,화(1),수(3-4),미디어관,미디어관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
104,104,선택교양(외국어),서울,CHIN103,4,교양,중어중문학과,교양중국어Ⅰ(외국어강의),김은주,3(5),월(5) 서관 223호 화(3-4) 서관 403호,월(5),화(3-4),서관,서관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
105,105,선택교양(외국어),서울,CHIN103,5,교양,중어중문학과,교양중국어Ⅰ(외국어강의),김미라,3(5),화(3-4) 교양관 208호 수(1) 교양관 208호,화(3-4),수(1),교양관,교양관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
106,106,선택교양(외국어),서울,CHIN103,6,교양,중어중문학과,교양중국어Ⅰ(외국어강의),권혜진,3(5),월(2) 교양관 302호 수(2) 교육관 308호,월(2),수(2),교양관,운초우선교육관,서울 성북구 안암동5가 1-2,서울 성북구 종암동 29-26
107,107,선택교양(외국어),서울,CHIN103,7,교양,중어중문학과,교양중국어Ⅰ(외국어강의),노선아,3(5),월(1) 미디어관 410호 수(1) 미디어관 410호,월(1),수(1),미디어관,미디어관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
108,108,선택교양(외국어),서울,CHIN103,8,교양,중어중문학과,교양중국어Ⅰ(외국어강의) 수5교시 강의실: SK미래관 504호,정지수,3(5),월(5) 서관 224A호 화(7-8) 서관 132호,월(5),화(7-8),서관,서관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
109,109,선택교양(외국어),서울,CHIN103,9,교양,중어중문학과,교양중국어Ⅰ(외국어강의),김선,3(5),월(5) 서관 404호 수(5) 정경관 508호,월(5),수(5),서관,정경관,서울 성북구 안암동5가 1-2,서울 성북구 안암동5가 1-2
